order_id,customer_id,order_date,status,total_amount,region
2873,1823,2024-12-02 15:10:39,delivered,6417.86,West
2874,3449,2024-08-06 03:53:34,shipped,1132.62,Northeast
2875,1195,2024-08-17 13:25:18,delivered,1993.49,Southeast
2876,2652,2024-01-27 09:30:16,placed,5393.76,Mountain
2877,1738,2025-03-15 20:44:29,delivered,5897.56,South
2878,165,2024-09-19 23:32:42,delivered,4531.92,Southwest
2879,4523,2024-08-22 11:16:04,delivered,936.06,Southeast
2880,3400,2024-02-20 05:01:14,placed,883.35,West
2881,4843,2024-06-24 05:01:33,shipped,640.39,Southeast
2882,3712,2024-09-23 01:57:36,shipped,3741.68,Southwest
2883,1346,2024-09-05 05:52:27,cancelled,1457.25,Southeast
2884,1652,2024-10-12 18:32:40,delivered,3154.07,Midwest
2885,823,2024-07-03 14:23:16,delivered,1720.14,Southwest
2886,2972,2024-06-24 16:02:39,returned,8786.97,Mountain
2887,2806,2024-01-06 20:20:53,shipped,3283.42,West
2888,1604,2024-07-08 04:41:56,delivered,1952.77,Midwest
2889,2191,2024-03-18 15:35:11,delivered,564.89,West
2890,2668,2024-05-30 12:21:16,placed,2380.72,Mountain
2891,3010,2024-08-20 23:05:06,delivered,2430.20,Southeast
2892,3695,2024-01-16 09:59:25,delivered,2201.48,West
2893,2232,2024-06-01 13:20:11,delivered,691.17,West
2894,4531,2024-03-14 16:51:09,delivered,2499.92,South
2895,3131,2024-03-24 11:58:33,cancelled,1760.42,Southeast
2896,4010,2025-02-26 12:36:16,returned,6827.14,South
2897,1667,2024-01-11 10:07:32,delivered,281.25,South
2898,3395,2024-06-12 02:49:00,delivered,4453.15,South
2899,1495,2024-02-06 23:51:18,delivered,946.96,Southwest
2900,1352,2024-08-07 10:26:18,shipped,640.24,West
2901,1353,2025-02-23 05:24:55,shipped,5259.47,Northeast
2902,2830,2025-03-06 14:12:53,shipped,5985.13,South
2903,776,2025-02-22 16:25:17,shipped,3878.33,West
2904,459,2024-08-31 23:13:36,delivered,4355.06,Southeast
2905,3477,2024-03-16 11:55:49,shipped,2030.67,Southwest
2906,1828,2024-09-26 13:50:47,delivered,5822.03,Midwest
2907,2160,2024-01-15 03:51:22,shipped,675.98,Southwest
2908,4764,2024-10-22 12:40:21,delivered,11076.43,Mountain
2909,2294,2025-04-02 02:19:09,delivered,4954.81,West
2910,1746,2024-06-24 21:48:03,shipped,1900.29,Southeast
2911,768,2024-09-20 05:55:59,delivered,4321.63,Southwest
2912,90,2024-01-16 18:00:35,shipped,4501.59,South
2913,2298,2024-08-13 01:06:08,delivered,1264.80,South
2914,3388,2024-06-11 23:35:58,returned,545.28,Mountain
2915,1753,2024-05-22 07:31:25,cancelled,2489.55,Northeast
2916,1309,2025-03-29 08:00:51,delivered,4553.80,West
2917,1396,2025-02-26 05:34:25,delivered,1473.56,Midwest
2918,704,2024-03-19 12:12:05,delivered,672.35,Southwest
2919,1240,2024-10-28 08:08:00,delivered,3044.71,West
2920,3801,2024-07-08 20:30:06,placed,2004.58,Northeast
2921,2485,2024-04-20 00:26:02,delivered,1002.39,Southwest
2922,820,2024-03-14 05:15:18,placed,656.99,Midwest
2923,4161,2024-09-15 09:06:58,placed,6222.05,Southwest
2924,244,2024-10-17 14:49:55,shipped,2108.30,Midwest
2925,1226,2024-01-11 20:08:02,delivered,330.48,South
2926,2773,2024-04-05 11:11:13,cancelled,3436.55,Southwest
2927,1930,2024-04-17 14:54:08,delivered,3473.32,South
2928,3753,2024-08-07 00:05:17,returned,1200.44,Northeast
2929,1817,2024-06-29 04:29:41,delivered,1158.16,Northeast
2930,2393,2024-12-22 23:28:06,cancelled,4677.06,Northeast
2931,2857,2025-01-28 16:21:47,delivered,2192.36,Northeast
2932,3314,2024-07-01 13:09:06,delivered,5037.35,Southeast
2933,3318,2024-02-17 15:13:09,delivered,7113.06,West
2934,2060,2024-08-15 02:35:42,shipped,528.52,Mountain
2935,563,2025-04-05 06:12:00,delivered,2247.73,South
2936,1093,2024-06-25 05:49:55,delivered,5729.73,Southwest
2937,2894,2024-05-06 05:26:11,placed,8090.33,South
2938,4079,2024-02-06 09:58:14,delivered,5231.99,West
2939,3013,2025-03-05 09:54:07,cancelled,2582.25,Southwest
2940,1021,2024-08-07 20:58:29,shipped,3905.12,West
2941,2550,2024-07-30 21:16:55,delivered,1202.71,West
2942,686,2024-09-04 23:17:25,shipped,2219.32,South
2943,3164,2024-01-27 07:21:39,delivered,6224.74,Mountain
2944,1049,2024-10-02 21:46:23,placed,609.64,Northeast
2945,1866,2024-02-22 19:48:14,delivered,1629.21,South
2946,4794,2025-02-09 09:59:36,shipped,2517.97,South
2947,3485,2024-03-10 13:54:15,shipped,3518.76,West
2948,3298,2024-01-29 23:32:50,delivered,3330.32,Southeast
2949,51,2024-11-15 12:13:25,shipped,157.46,South
2950,4631,2024-06-21 21:54:11,shipped,2932.68,Southwest
2951,3817,2025-02-01 20:28:20,delivered,372.24,Northeast
2952,462,2024-10-16 20:22:30,cancelled,1030.70,South
2953,1683,2024-11-02 20:06:54,shipped,7752.09,South
2954,4628,2024-05-25 19:12:44,delivered,717.92,Midwest
2955,1113,2024-04-11 07:54:26,delivered,2895.28,Northeast
2956,942,2024-03-11 07:51:03,placed,6336.36,South
2957,742,2024-09-13 21:38:00,delivered,8019.16,West
2958,2575,2024-09-05 14:00:06,delivered,2201.20,West
2959,2491,2025-02-18 07:27:15,delivered,7608.48,Southeast
2960,492,2025-01-27 19:45:41,delivered,747.68,Mountain
2961,2517,2024-10-24 20:39:49,shipped,8151.84,Southwest
2962,1502,2024-12-30 20:10:02,returned,1012.71,South
2963,1296,2024-08-21 09:16:49,delivered,656.28,Southwest
2964,482,2024-01-21 04:43:55,delivered,8419.28,Southeast
2965,2875,2024-05-30 20:46:13,shipped,2960.22,Southeast
2966,4084,2024-08-25 22:58:57,delivered,6209.11,Midwest
2967,416,2025-02-11 09:38:12,delivered,5665.10,Southwest
2968,1696,2024-09-04 20:59:37,delivered,5123.16,Southwest
2969,2535,2024-03-27 12:11:09,placed,2448.52,Southwest
2970,3462,2025-04-15 14:44:51,delivered,3215.59,West
2971,1382,2024-09-01 22:26:50,delivered,4726.34,West
2972,1059,2024-07-21 18:23:10,cancelled,3717.13,South
2973,1558,2024-11-11 22:08:08,placed,3251.78,West
2974,2376,2024-05-24 02:51:41,placed,4311.50,West
2975,646,2024-03-20 06:42:39,delivered,2741.92,West
2976,857,2024-01-03 04:14:53,delivered,1728.71,Northeast
2977,3006,2024-12-19 03:51:33,delivered,1783.41,South
2978,2624,2025-01-02 02:51:24,shipped,4418.54,Southwest
2979,2767,2025-01-31 09:11:41,placed,7149.76,West
2980,4374,2024-01-02 11:33:17,delivered,3300.44,West
2981,742,2024-09-14 17:30:48,delivered,2197.72,West
2982,4178,2025-03-06 21:17:19,delivered,4319.91,Southeast
2983,2504,2024-02-01 22:39:43,delivered,7140.79,West
2984,1133,2025-02-11 08:06:07,cancelled,5358.03,West
2985,1153,2025-01-05 12:33:18,delivered,2751.13,Southwest
2986,1197,2024-04-15 08:45:01,delivered,2870.26,West
2987,2456,2025-01-10 18:21:27,delivered,2645.13,West
2988,769,2024-01-29 13:25:57,placed,2050.96,Southwest
2989,1563,2024-12-30 10:35:08,delivered,3914.38,Southeast
2990,3183,2024-05-15 11:01:54,delivered,1499.31,West
2991,1974,2024-04-21 10:51:17,placed,2385.81,West
2992,3585,2025-03-20 15:05:47,shipped,4676.87,Southwest
2993,3888,2024-09-30 22:12:27,delivered,6449.59,Southwest
2994,187,2024-10-16 07:56:36,delivered,639.60,Southeast
2995,977,2024-08-11 15:22:31,delivered,1889.70,Southwest
2996,2146,2024-06-25 07:37:21,delivered,453.47,Southeast
2997,963,2024-07-03 22:51:00,delivered,2887.96,South
2998,4704,2024-05-02 17:00:54,shipped,4968.62,Southwest
2999,217,2024-01-08 19:31:31,delivered,4111.42,Northeast
3000,4675,2024-06-11 17:58:19,delivered,4989.02,South
3001,874,2024-03-07 04:06:36,delivered,4094.60,South
3002,1279,2024-10-01 01:28:50,delivered,3320.00,West
3003,4079,2024-08-28 23:55:49,shipped,1419.28,West
3004,1589,2024-07-03 00:02:55,delivered,7656.08,Southwest
3005,2731,2024-06-28 17:03:15,delivered,6486.44,Southeast
3006,845,2024-03-30 01:04:10,delivered,2672.24,West
3007,2129,2024-06-20 16:51:07,delivered,3028.69,Southwest
3008,4273,2024-04-23 01:04:07,shipped,2287.47,Southwest
3009,4321,2024-12-09 21:06:30,delivered,1626.43,Southwest
3010,1508,2024-07-29 01:50:49,delivered,3984.82,Midwest
3011,1691,2024-08-27 10:13:05,delivered,1878.04,Southeast
3012,100,2024-12-30 16:34:27,cancelled,5477.43,Midwest
3013,3708,2024-09-25 12:02:14,delivered,3868.96,Mountain
3014,4611,2025-04-12 06:14:37,delivered,3463.13,South
3015,3250,2025-04-07 21:47:13,delivered,116.58,Southeast
3016,1490,2024-08-08 15:41:10,delivered,1798.62,Southeast
3017,687,2025-01-06 08:05:26,delivered,4465.77,West
3018,4190,2025-02-26 14:06:00,shipped,894.30,South
3019,3653,2024-08-19 14:54:18,delivered,4182.24,Southwest
3020,300,2024-10-11 06:20:04,cancelled,5141.53,Mountain
3021,3448,2024-09-26 03:27:41,delivered,6463.60,West
3022,4940,2024-05-17 11:52:25,delivered,169.31,Mountain
3023,1540,2024-09-21 18:10:47,delivered,190.56,Midwest
3024,2588,2025-02-16 20:52:27,shipped,4982.43,Mountain
3025,4018,2024-07-02 17:11:50,delivered,2280.17,Southeast
3026,2064,2024-08-14 05:41:25,placed,3877.36,Southwest
3027,794,2024-01-25 21:13:28,shipped,178.83,South
3028,3967,2024-08-27 11:04:17,shipped,5072.41,West
3029,2302,2024-07-22 11:33:18,delivered,1399.54,South
3030,1215,2024-02-10 02:59:38,shipped,1284.88,West
3031,4563,2024-02-19 10:02:20,placed,1969.44,South
3032,791,2024-03-10 10:28:18,shipped,2986.11,Southwest
3033,3595,2024-11-16 22:07:43,delivered,250.73,Southeast
3034,4417,2024-04-23 01:45:25,delivered,4270.59,Southwest
3035,3408,2024-06-13 21:20:49,delivered,3947.27,Southwest
3036,1665,2024-11-18 11:04:26,delivered,2233.60,Southwest
3037,282,2025-01-15 23:05:13,delivered,2616.52,South
3038,2629,2025-03-01 08:40:41,placed,5824.13,Southwest
3039,1173,2024-11-06 01:33:24,shipped,5028.99,Southwest
3040,3714,2025-04-12 13:48:02,delivered,11060.91,Southeast
3041,2494,2025-02-03 17:17:43,delivered,1751.43,South
3042,1046,2024-07-09 17:41:18,shipped,1216.71,West
3043,1240,2024-09-30 20:09:51,delivered,1112.54,West
3044,567,2024-11-12 19:28:39,delivered,4451.12,Southwest
3045,4657,2024-03-31 09:04:31,cancelled,2802.10,Southwest
3046,2038,2024-05-03 03:26:29,delivered,3340.33,West
3047,2322,2024-04-29 22:05:27,placed,604.92,Southeast
3048,3245,2024-02-25 16:16:36,placed,1245.30,West
3049,413,2024-08-04 00:47:24,cancelled,4495.74,West
3050,4283,2024-10-29 20:37:58,delivered,2682.27,Southeast
3051,3675,2025-01-30 05:04:18,delivered,2526.36,Southeast
3052,103,2024-07-05 19:22:23,delivered,7185.18,Southwest
3053,1354,2025-03-06 15:15:06,shipped,1252.48,South
3054,4222,2024-05-03 11:21:13,cancelled,1082.74,South
3055,2130,2024-11-18 22:24:08,shipped,2631.57,Southeast
3056,848,2024-06-21 18:51:20,shipped,3820.38,Southwest
3057,3078,2024-03-24 11:25:38,returned,648.44,West
3058,4089,2025-02-03 10:35:17,delivered,1279.82,Northeast
3059,1970,2024-11-23 15:58:11,delivered,243.22,Southeast
3060,853,2024-01-05 10:40:11,delivered,3462.30,Southwest
3061,151,2024-06-18 13:19:08,delivered,4579.79,Southwest
3062,1982,2025-03-19 23:11:43,delivered,1265.98,South
3063,514,2024-03-17 20:35:11,cancelled,3181.16,Southeast
3064,2584,2024-11-10 14:17:04,delivered,5321.32,West
3065,3619,2025-03-08 23:51:27,delivered,1143.51,South
3066,3445,2024-08-10 20:49:08,delivered,871.95,Southwest
3067,3256,2024-07-25 18:06:42,shipped,5602.41,West
3068,539,2024-04-17 03:50:54,delivered,4165.92,Southeast
3069,3634,2024-03-01 09:43:35,returned,7867.27,Southeast
3070,3826,2024-03-26 22:27:56,cancelled,7220.66,Southeast
3071,3910,2024-05-31 15:34:25,shipped,643.68,West
3072,1407,2025-03-09 01:51:08,delivered,3709.15,West
3073,3522,2024-12-05 02:10:17,delivered,4140.14,Southeast
3074,4607,2024-04-29 01:33:06,delivered,4129.50,West
3075,3663,2024-02-23 18:19:10,delivered,1388.67,West
3076,2952,2024-06-26 04:17:22,delivered,2383.59,West
3077,4736,2024-11-01 14:08:09,delivered,4273.73,Southwest
3078,3575,2024-01-30 13:37:02,shipped,4805.91,Southwest
3079,2092,2024-03-19 15:57:44,delivered,8366.85,Mountain
3080,4530,2024-07-21 09:13:49,shipped,782.91,Southeast
3081,295,2024-10-11 21:59:43,delivered,3723.12,Southwest
3082,4570,2024-05-27 15:07:50,shipped,1409.78,South
3083,3592,2024-03-19 19:08:39,delivered,2096.80,West
3084,2907,2024-07-06 22:57:42,delivered,3561.04,Southeast
3085,3520,2024-04-18 19:34:21,delivered,2128.68,Southwest
3086,2985,2024-05-25 14:51:26,shipped,3361.96,Northeast
3087,3197,2024-02-03 11:53:22,delivered,3616.39,West
3088,1887,2025-01-23 22:07:52,delivered,3664.34,West
3089,3359,2024-05-08 03:27:56,placed,5096.86,West
3090,868,2024-05-08 06:32:42,delivered,1690.50,Midwest
3091,227,2025-03-20 20:49:30,delivered,3419.65,South
3092,1694,2024-12-04 06:01:39,cancelled,3863.46,South
3093,1102,2024-04-26 21:38:37,delivered,6795.79,South
3094,2225,2024-12-02 18:49:31,shipped,934.23,Southwest
3095,2576,2025-02-14 17:41:19,placed,2495.26,Southwest
3096,1490,2024-04-16 13:39:18,delivered,995.58,Southeast
3097,3158,2024-04-17 19:28:52,delivered,2580.40,West
3098,1705,2024-06-23 19:31:52,delivered,1537.80,Northeast
3099,3849,2025-02-02 06:46:56,placed,1376.56,Northeast
3100,653,2025-03-22 22:16:00,cancelled,4536.93,West
3101,674,2024-03-21 05:45:34,delivered,4355.69,Southeast
3102,4080,2024-01-06 13:48:41,delivered,6569.77,Southwest
3103,2080,2024-04-03 07:10:00,delivered,2757.19,Southwest
3104,4104,2024-11-10 07:00:22,delivered,1854.56,West
3105,665,2024-02-08 22:53:05,delivered,3793.72,Northeast
3106,431,2024-03-04 06:52:13,delivered,2811.91,West
3107,64,2025-02-24 19:40:57,shipped,1032.72,Southwest
3108,3820,2024-01-10 10:39:55,delivered,5309.64,Mountain
3109,14,2024-10-29 22:57:15,placed,4978.65,South
3110,2249,2024-10-05 05:24:12,returned,7223.62,Northeast
3111,2745,2024-10-20 21:57:49,delivered,3928.71,Northeast
3112,1403,2024-08-29 07:05:27,delivered,4813.08,Southeast
3113,541,2024-10-03 13:11:39,delivered,2295.00,West
3114,3887,2024-04-05 15:24:25,returned,4724.93,West
3115,619,2024-10-22 13:51:54,returned,999.44,Southeast
3116,943,2024-10-28 17:31:09,delivered,2942.92,West
3117,1340,2024-10-07 14:01:13,delivered,6024.21,Mountain
3118,3158,2025-03-04 07:58:10,delivered,437.80,West
3119,3615,2025-01-23 05:50:22,delivered,2074.36,West
3120,3028,2024-03-04 21:17:48,placed,1206.92,Midwest
3121,4810,2024-02-26 01:04:10,delivered,3551.22,South
3122,4737,2024-01-25 21:27:08,delivered,3353.01,Southwest
3123,2272,2024-11-26 15:00:06,delivered,3257.19,Southwest
3124,4932,2024-05-07 15:17:45,shipped,274.14,Midwest
3125,4870,2024-09-18 18:52:37,delivered,3161.48,West
3126,3683,2025-03-04 14:59:13,shipped,6595.82,South
3127,1207,2024-08-02 08:13:10,delivered,8238.32,Southwest
3128,670,2024-07-06 18:48:02,delivered,8182.75,South
3129,3913,2025-02-20 17:33:27,shipped,2167.84,Northeast
3130,4370,2024-03-11 06:25:43,delivered,1129.82,Southeast
3131,1552,2025-01-24 13:41:22,delivered,4127.35,Southwest
3132,3766,2025-04-08 03:09:54,placed,3848.40,West
3133,4206,2025-02-22 12:12:50,delivered,2724.54,South
3134,1127,2024-03-21 22:13:03,delivered,4010.77,Southwest
3135,3174,2025-03-15 04:50:48,delivered,2955.81,West
3136,3941,2024-01-09 12:02:42,placed,6562.16,Southwest
3137,1817,2024-11-04 12:18:07,delivered,6055.07,Northeast
3138,1323,2024-03-13 21:50:44,delivered,4289.11,Southeast
3139,4461,2024-05-25 16:54:38,delivered,2838.50,West
3140,91,2025-03-26 12:50:57,delivered,4945.30,Southeast
3141,2948,2024-12-17 02:37:28,delivered,4391.88,Midwest
3142,911,2025-02-09 08:38:04,delivered,2451.47,West
3143,1980,2025-03-01 18:50:35,delivered,2105.30,Mountain
3144,3433,2024-10-06 10:18:14,delivered,2484.37,Northeast
3145,3045,2024-09-06 05:47:03,delivered,4741.04,Southwest
3146,4905,2024-08-23 13:36:18,delivered,4199.30,Northeast
3147,3375,2025-02-28 08:37:43,delivered,6613.70,West
3148,3754,2024-10-25 14:37:14,shipped,2128.79,South
3149,1464,2024-08-31 15:01:26,placed,1966.64,West
3150,981,2024-06-29 17:58:28,shipped,3884.51,Southwest
3151,427,2024-09-04 16:59:06,shipped,1886.30,Southeast
3152,1355,2024-04-25 18:52:43,placed,4694.09,Southeast
3153,3765,2024-04-30 07:37:54,placed,4185.03,Southwest
3154,4678,2025-04-20 05:22:36,delivered,4692.07,West
3155,2125,2025-01-22 09:05:43,cancelled,2832.44,West
3156,2267,2025-03-19 07:09:30,shipped,3566.84,Southeast
3157,2016,2025-01-05 06:58:12,placed,3858.37,Southwest
3158,4798,2025-02-25 23:54:03,delivered,6359.29,South
3159,68,2025-03-03 02:07:17,shipped,5483.54,Midwest
3160,3942,2025-01-16 02:53:58,delivered,2339.62,West
3161,67,2024-07-06 21:30:09,delivered,3800.50,South
3162,4859,2024-10-25 17:15:40,placed,1585.32,Southeast
3163,2455,2024-11-04 14:41:09,shipped,3327.91,Southwest
3164,1274,2024-06-07 09:35:45,placed,3383.69,South
3165,4021,2024-08-22 02:28:57,shipped,266.85,Southwest
3166,2294,2025-03-16 09:39:56,shipped,1954.43,West
3167,1939,2024-05-17 05:59:15,delivered,3748.11,South
3168,165,2024-09-01 14:33:19,delivered,2234.14,Southwest
3169,3125,2024-10-02 13:34:07,delivered,471.52,Southwest
3170,2921,2025-02-08 11:29:44,delivered,372.18,Northeast
3171,1367,2024-11-06 02:01:33,shipped,1897.50,Southwest
3172,233,2025-03-28 00:01:07,shipped,3331.56,Northeast
3173,4393,2024-11-11 17:15:18,shipped,6605.37,Northeast
3174,4647,2025-01-03 00:44:12,delivered,3431.81,Southwest
3175,2846,2025-04-07 22:55:54,delivered,2207.77,South
3176,3099,2025-01-03 10:01:33,delivered,1234.48,Southeast
3177,1296,2024-05-19 04:10:22,placed,2164.54,Southwest
3178,4848,2024-01-03 14:08:43,delivered,4277.69,Southwest
3179,3131,2024-03-29 12:41:52,shipped,3876.84,Southeast
3180,4204,2024-06-14 23:45:35,delivered,4521.10,Mountain
3181,2955,2024-09-29 05:47:04,delivered,3219.56,Southeast
3182,740,2024-08-18 07:15:43,delivered,2065.13,Midwest
3183,2677,2024-04-27 02:15:42,delivered,2714.52,Southwest
3184,366,2024-06-14 07:05:19,shipped,2672.34,South
3185,2238,2025-02-26 22:46:36,delivered,5015.12,South
3186,1320,2024-12-09 08:16:48,delivered,4147.01,West
3187,290,2024-05-20 14:00:16,placed,5750.11,Southeast
3188,3015,2025-01-30 01:55:21,returned,5141.91,Southwest
3189,2320,2024-07-24 01:09:17,cancelled,3074.14,Southwest
3190,2864,2024-01-24 06:25:05,cancelled,5577.38,Southwest
3191,4472,2024-02-11 18:40:26,delivered,4594.82,West
3192,1898,2024-05-13 14:04:52,delivered,6705.15,South
3193,2055,2025-03-05 10:43:00,delivered,44.08,Southwest
3194,3245,2024-02-20 21:15:28,delivered,3374.84,West
3195,3746,2024-01-14 07:18:46,delivered,732.99,Southeast
3196,1091,2024-09-19 13:48:23,shipped,4802.95,South
3197,4095,2024-09-01 14:12:00,placed,6767.47,West
3198,4086,2024-05-25 05:46:07,shipped,217.59,West
3199,187,2024-02-03 22:22:48,delivered,3169.48,Southeast
3200,1482,2024-12-26 03:03:23,delivered,3161.77,South
3201,3348,2024-04-26 06:33:02,shipped,8562.03,Midwest
3202,3637,2024-12-17 07:23:16,delivered,5058.22,Southwest
3203,1382,2024-04-06 23:07:53,placed,839.31,West
3204,3756,2025-04-20 14:58:34,delivered,415.29,Mountain
3205,863,2024-12-10 18:05:36,delivered,3087.37,West
3206,2182,2024-08-26 17:18:35,delivered,3171.41,West
3207,949,2024-07-14 02:49:42,delivered,4349.75,Southwest
3208,4042,2025-03-23 03:57:39,delivered,998.50,South
3209,614,2024-09-26 20:39:13,returned,1237.40,West
3210,3179,2024-07-09 09:50:49,delivered,3185.41,Southeast
3211,2081,2024-12-13 09:06:58,shipped,1835.58,Southwest
3212,3553,2024-03-19 05:52:35,delivered,1576.60,Southwest
3213,1660,2024-05-09 09:40:22,shipped,5667.08,Mountain
3214,1543,2024-04-11 01:06:05,delivered,305.76,Southwest
3215,1787,2024-06-27 19:46:45,placed,199.80,Southeast
3216,1413,2024-07-11 14:45:52,placed,1873.89,Southwest
3217,396,2024-10-10 09:38:38,returned,4580.42,Mountain
3218,4528,2024-04-05 18:42:31,delivered,874.87,Southwest
3219,2772,2024-12-16 20:42:16,delivered,2717.90,Midwest
3220,2595,2024-09-02 20:04:19,delivered,3629.85,South
3221,102,2024-01-11 20:50:38,delivered,2124.60,West
3222,1134,2024-12-18 12:50:16,delivered,2956.92,South
3223,2533,2024-06-23 03:43:12,delivered,3910.06,Southwest
3224,759,2024-05-31 19:38:00,shipped,3110.02,Southwest
3225,3476,2024-10-19 14:19:01,delivered,5958.23,Midwest
3226,2086,2024-06-19 08:29:45,cancelled,4719.80,West
3227,4131,2024-06-09 08:35:52,delivered,1931.60,South
3228,4049,2025-02-08 08:13:29,delivered,2263.95,Southwest
3229,1810,2024-03-31 23:31:55,delivered,605.48,Southeast
3230,2009,2024-06-18 21:03:41,delivered,3637.35,Northeast
3231,1129,2024-08-18 13:15:28,delivered,2577.73,Northeast
3232,3540,2024-02-23 16:52:57,placed,737.04,Midwest
3233,2595,2024-06-04 08:39:52,delivered,3218.30,South
3234,340,2025-02-18 03:23:18,delivered,154.29,Midwest
3235,4657,2024-09-21 17:55:45,shipped,340.98,Southwest
3236,3174,2024-12-10 17:18:04,returned,4681.68,West
3237,3444,2025-02-27 20:19:16,placed,1394.32,Midwest
3238,2756,2024-06-19 21:44:26,delivered,1035.62,Midwest
3239,4519,2024-12-12 17:24:06,cancelled,1102.04,Southwest
3240,2773,2024-06-30 20:02:38,delivered,1224.36,Southwest
3241,2448,2024-01-12 22:00:59,delivered,1131.48,Southwest
3242,348,2024-11-26 11:17:29,cancelled,3277.84,Mountain
3243,4019,2024-03-31 23:30:51,delivered,3756.92,South
3244,253,2024-01-12 19:53:28,delivered,6363.08,West
3245,4762,2025-01-12 21:54:37,shipped,4116.98,South
3246,1917,2024-07-08 19:54:45,returned,2524.85,West
3247,1648,2025-02-08 22:37:51,delivered,4277.90,Southwest
3248,3659,2025-03-10 09:34:26,shipped,8037.30,Southeast
3249,1343,2025-03-11 13:02:23,shipped,5061.65,West
3250,1575,2024-02-01 00:10:27,delivered,5207.84,Southwest
3251,1445,2024-10-30 17:01:30,delivered,6359.18,Southwest
3252,1310,2024-03-10 12:14:35,placed,3288.84,South
3253,3875,2024-08-07 09:31:41,cancelled,1230.36,South
3254,2924,2024-03-21 13:44:45,delivered,5351.60,Mountain
3255,1617,2024-04-06 04:05:08,delivered,5113.14,Southwest
3256,757,2024-09-26 15:28:41,cancelled,734.67,Southwest
3257,1597,2024-08-18 18:28:56,delivered,2273.27,West
3258,2757,2024-10-24 16:29:07,delivered,1148.56,Southwest
3259,1244,2025-04-11 11:03:38,delivered,3893.45,Mountain
3260,95,2024-06-08 03:35:39,cancelled,422.78,West
3261,1884,2024-03-21 13:34:05,delivered,5203.74,Mountain
3262,3165,2024-05-20 08:08:47,delivered,2106.03,West
3263,1312,2025-03-29 03:31:24,shipped,855.84,Southwest
3264,2406,2024-09-12 22:38:49,delivered,5029.53,West
3265,2123,2024-05-23 04:47:50,delivered,2744.04,Southeast
3266,1031,2025-01-31 17:28:43,shipped,3784.74,Southwest
3267,887,2024-12-10 12:20:11,shipped,3978.33,Southwest
3268,85,2024-02-20 04:59:24,shipped,1537.89,Southwest
3269,1818,2024-08-29 11:29:10,cancelled,2695.83,South
3270,2322,2025-02-08 06:39:12,delivered,3088.96,Southeast
3271,4260,2025-04-15 04:37:47,delivered,5779.76,Midwest
3272,2848,2025-01-15 11:59:37,placed,6696.75,Southwest
3273,4175,2024-08-26 21:41:19,delivered,1466.47,West
3274,1255,2024-11-03 20:59:26,delivered,4602.88,Southwest
3275,3596,2024-05-12 06:24:23,shipped,511.45,Mountain
3276,629,2024-01-22 14:25:22,shipped,6526.66,Southwest
3277,1605,2025-02-03 09:41:28,delivered,1224.20,Southwest
3278,1537,2024-06-13 18:24:12,delivered,4338.50,Southwest
3279,4226,2024-06-26 12:47:18,shipped,4858.08,Southeast
3280,1002,2024-05-19 18:28:17,shipped,467.52,South
3281,2237,2024-11-18 14:42:23,shipped,5172.75,West
3282,1192,2024-12-29 10:50:35,delivered,2154.67,West
3283,935,2024-10-31 00:40:32,placed,1592.72,Southwest
3284,2277,2024-08-04 00:56:59,delivered,7404.98,Southwest
3285,2927,2025-03-24 06:18:56,delivered,2597.22,West
3286,2302,2024-10-27 18:50:22,placed,1964.72,South
3287,2842,2025-01-16 03:30:20,delivered,5714.42,South
3288,3324,2024-12-18 13:28:00,placed,1928.10,Mountain
3289,4209,2024-02-24 22:34:32,delivered,4781.64,Southwest
3290,2267,2024-10-10 18:42:37,placed,4500.39,Southeast
3291,1517,2024-11-18 12:29:55,returned,1601.36,West
3292,3109,2024-10-28 12:14:27,cancelled,5911.22,Southwest
3293,4154,2024-01-17 08:17:02,shipped,4586.00,South
3294,4284,2025-03-08 13:39:36,delivered,846.63,Mountain
3295,879,2024-06-02 05:46:35,shipped,8293.02,West
3296,2631,2024-04-17 22:44:41,shipped,147.20,Southwest
3297,2087,2025-03-06 17:49:26,delivered,2123.34,Southwest
3298,4641,2024-06-26 15:52:24,delivered,3418.46,Southwest
3299,4032,2024-06-07 06:31:12,delivered,5687.62,Southwest
3300,1116,2024-08-29 08:33:33,delivered,3508.20,Mountain
3301,3605,2024-08-26 01:20:47,delivered,285.82,Southwest
3302,3056,2024-01-25 15:34:07,cancelled,829.21,Southwest
3303,1452,2024-07-06 06:53:49,shipped,2160.31,Mountain
3304,3131,2025-04-12 08:30:51,shipped,317.50,Southeast
3305,2573,2024-02-27 00:08:38,delivered,2578.29,West
3306,84,2024-12-15 12:44:15,cancelled,3571.00,Midwest
3307,2595,2024-02-24 07:12:30,delivered,166.53,South
3308,2671,2024-08-26 18:01:09,delivered,1446.58,West
3309,1256,2024-03-06 16:07:08,delivered,689.63,West
3310,558,2024-07-26 03:22:52,delivered,1462.81,South
3311,1592,2024-04-04 19:23:06,delivered,826.41,West
3312,4103,2024-10-09 04:16:44,delivered,371.28,Southwest
3313,1862,2025-02-04 12:15:14,delivered,3683.84,West
3314,3071,2024-09-18 20:21:55,placed,5313.66,West
3315,2635,2024-01-27 19:31:10,delivered,1160.70,Southeast
3316,1916,2024-04-14 20:19:47,delivered,449.85,Mountain
3317,2443,2025-01-02 10:50:20,delivered,2981.52,Southeast
